id,county,project name,description of the farm,soil depth cm,soil ph,soil ph class,exch acidity me,total nitrogen,total nitrogenclass,total org carbon,total org carbonclass,phosphorus olsen,phosphorus olsen class,potassium meq,potassium meqclass,calcium meq,calcium meqclass,magnesium meq,magnesium meqclass,manganese meq,manganese meqclass,copper,copper class,iron,iron class,zinc,zinc class,sodium meq,sodium meqclass,final latitude,final longitude,crop,fertilizer recommendation
3041,Nakuru,Individual,"Isinya, Nakuru",,5.51,medium acid,0.5,0.07,low,0.49,low,3.0,low,0.26,adequate,0.8,low,0.91,low,0.17,adequate,1.89,adequate,19.8,adequate,10.5,adequate,0.18,adequate,-0.484889388,36.14855194,"Tomato, onion, beans","The soil reaction (pH) is satisfactory for crops' growth. Soil fertility is poor. Soil organic matter should be improved. To raise the magnesium and calcium content liming with 300 kg/acre of magmax or dolmax is recommended at least 3-4 weeks before planting. 
Tomato: Prior to transplanting apply 5 tons/acre of well decomposed manure or compost. When transplanting apply 100 kg/acre of compound fertilizer N:P:K 17:17:17. Top dress with 50 kg/acre of calcium ammonium nitrate (CAN) when plants are 25 cm high. An application of 100 kg/acre of CAN at the start of flowering is beneficial. 
Onion: During the land preparation apply 5 tons/acre of manure or compost. At transplanting time apply along the drill line 100 kg/acre of N:P:K 17:17:17. 
Beans: During the land preparation apply 4 tons/acre of manure or compost and 100 kg/acre of N:P:K 17:17:17."
3049,Nakuru,Individual,"Gilgil, Nakuru",,6.71,slight acid,0.5,0.24,low,2.38,moderate,135.0,high,2.08,high,17.7,high,5.54,high,0.62,adequate,6.03,adequate,29.0,adequate,2.48,low,1.28,adequate,-0.484889388,36.14855194,"Tomato, onion, vegetables","The soil reaction (pH) is satisfactory for crops' growth. Soil zinc and organic matter should be improved. 
Tomato: Prior to transplanting apply 2 tons/acre of well decomposed manure or compost. Top dress with 50 kg/acre of ammonium sulphate (AS) when plants are 25 cm high. An application of 100 kg/acre of AS at the start of flowering is beneficial. 
Onion: During the land preparation apply 2 tons/acre of manure or compost. At transplanting time apply along the drill line 80 kg/acre of AS. 
Vegetables: At transplanting time use 2 tons/acre of well decomposed manure or compost. Top dress with 50 kg/acre of AS when plants are 20-25 cm high followed by 50 kg/acre of AS 3-4 weeks later. "
3954,Nakuru,Individual,"Longonot, Nakuru",,4.99,strong acid,0.3,0.11,low,1.56,moderate,1.0,low,0.2,low,7.9,adequate,1.47,adequate,1.13,adequate,1.62,adequate,247.0,adequate,1.58,low,0.38,adequate,-0.484889388,36.14855194,"Melons, passion, citrus","The soil reaction (pH) is acidic for crops' growth. Nitrogen, phosphorus and potassium are deficient. Soil zinc and organic matter content should be improved. 
Melons: At planting time apply 2 tons/acre of well decomposed manure or compost and mix well with the soil. At transplanting apply 120 kg/acre of compound fertilizer N:P:K 17:17:17. After thinning the crop is top dressed with 60 kg/acre of calcium ammonium nitrate (CAN) followed by 120 kg/acre of CAN prior to flowering. 
Passion fruit: Mix the topsoil with a bucket of 10 kg of well decomposed manure/ compost, 200 gm of N:P:K 17:17:17 fill the planting hole with this mixture using extra topsoil if necessary. This should be done at least three weeks before transplanting. To stimulate the plant's growth apply 50 gm/plant of CAN one month after planting. 
Citrus: At the beginning of rains apply 200 gm per tree of compound fertilizer N:P:K 17:17:17. The fertilizer quantity should be split and applied one or two weeks after the onset of the rains. Manure or compost should be applied 10 kg per tree per year. To correct zinc deficiency spray growing trees with a foliar feed using 20 gm of zinc sulphate in 20 litres of water preferably after the new flush. Commercial liquid fertilizers (foliar feed) which contain most of the minor elements, e.g. bayfolan, may be used to control the deficiency. 


"
4121,Nakuru,Individual,Nakuru,,6.22,slight acid,0.5,0.15,adequate,1.31,low,10.0,low,1.1,adequate,4.6,adequate,3.77,high,1.78,adequate,0.94,low,229.0,adequate,4.94,low,0.35,adequate,-0.484889388,36.14855194,"Tomato, capsicum","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter should be improved. 
Tomato: Prior to transplanting apply 4 kg per square metre of well decomposed manure or compost. When transplanting apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. Topdress with 50 kg/acre of calcium ammonium nitrate (CAN) when plants are 25 cm high. An application of 100 kg/acre of CAN four weeks later is beneficial. 
Capsicum: Put a handful of manure or compost in each planting hole. At transplanting apply 100 kg/acre of N:P:K 23:23:0. When plants are 15 cm high apply 50 kg/acre of CAN. Four weeks later apply 50 kg/acre of CAN."
4139,Nakuru,Individual,"Kabatini, Nakuru",,6.1,slight acid,0.5,0.24,adequate,2.59,moderate,7.0,low,1.6,high,8.4,adequate,2.49,adequate,0.93,adequate,1.1,adequate,88.6,adequate,11.7,adequate,0.75,adequate,-0.484889388,36.14855194,"Potato, vegetables, french beans","The soil reaction (pH) is satisfactory for crops' growth. Phosphorus is deficient. The soil content of organic matter should be improved. 
Potatoes: Just before planting apply 2 tons/acre of well decomposed manure or compost. The manure should be well ploughed in the soil to avoid close contact with potatoes. At planting time apply 120 kg/acre of single superphosphate (SSP) in the furrow before placing the seeds. 
Vegetables: During the land preparation apply 2 tons/acre of well decomposed manure/compost. At planting time apply 120 kg/acre of SSP. Top dress with 50 kg/acre of calcium ammonium nitrate (CAN) when plants are 20-25 cm high followed by 50 kg/acre of CAN 3-4 weeks later. 
French beans: Before planting apply 2 tons/acre of well decomposed manure or compost. At planting time apply 150 kg/acre of SSP. Top dress with 50 kg/acre of CAN at 2-3 leave stage and 50 kg/acre at the onset of flowering. An application of foliar feed such as bayfolan is recommended from the fourth week after planting to mid-podding stage."
5453,Nakuru,Individual,"Mai Mahiu, Naivasha",,6.7,slight acid,0.5,0.14,low,1.38,moderate,54.0,adequate,2.27,high,14.5,adequate,3.84,high,0.61,adequate,19.4,adequate,111.0,adequate,133.0,adequate,2.07,high,-0.484889388,36.14855194,"Melons, tomato","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen is deficient. Soil organic matter content should be improved. 
Melons: At planting time apply 3 tons/acre of well decomposed manure or compost and mix well with the soil. When transplanting apply 100 kg/acre of ammonium sulphate (AS). After thinning the crop is top dressed with 60 kg/acre of AS followed by 120 kg/acre of AS prior to flowering. 
Tomato:  During the land preparation apply 3 tons/acre of well decomposed manure or compost. When transplanting apply 100 kg/acre of AS. Top dress with 50 kg/acre of AS when plants are 25 cm high. An application of 100 kg/acre of AS at the start of flowering is beneficial.  "
5456,Nakuru,Individual,"Naivasha, Nakuru",,6.25,slight acid,0.5,0.33,low,3.26,moderate,211.0,high,2.18,high,21.2,high,4.96,high,0.73,adequate,1.39,adequate,19.2,adequate,22.7,adequate,1.6,adequate,-0.955353618,36.58118439,"Tomato, capsicum, cabbage","The soil reaction (pH) is favorable for crops' growth. Soil organic matter is sufficient. 
Tomato: Prior to transplanting apply 1 ton/acre of well decomposed manure or compost. Top dress with 40 kg/acre of ammonium sulphate (AS) when plants are 25 cm high. An application of 80 kg/acre of AS at the start of flowering is beneficial. 
Capsicum: During the land preparation apply 1 ton/acre of well decomposed manure or compost. When plants are 15 cm high top dress with 40 kg/acre of AS. Four weeks later apply 80 kg/acre of CAN. 
Cabbage:  At planting time apply 1 ton/acre of well decomposed manure. Top dress with 40 kg/acre of AS when seedlings are established and a second top dressing at the rate of 80 kg/acre when leaves start to fold. "
5461,Nakuru,Individual,"Rongai, Nakuru",,6.8,slight acid,0.5,0.24,low,3.69,moderate,161.0,high,2.1,high,21.2,high,3.21,high,0.22,adequate,7.67,adequate,38.0,adequate,18.6,adequate,2.0,high,-0.484889388,36.14855194,"Napier grass, lucerne","Both fields have similar soil fertility condition. The soil reaction (pH) is satisfactory for plants' growth. Soil organic matter is sufficient. 
Napier grass/ 
Lucerne: Maintain sufficient amount of soil organic matter by applying 1 ton/acre of well decomposed manure or compost. "
5462,Nakuru,Individual,"Rongai, Nakuru",,6.35,slight acid,0.5,0.22,low,2.62,moderate,237.0,high,2.22,high,20.8,high,3.06,high,0.26,adequate,2.4,adequate,29.0,adequate,19.7,adequate,2.08,high,-0.484889388,36.14855194,"Napier grass, lucerne","Both fields have similar soil fertility condition. The soil reaction (pH) is satisfactory for plants' growth. Soil organic matter is sufficient. 
Napier grass/ 
Lucerne: Maintain sufficient amount of soil organic matter by applying 1 ton/acre of well decomposed manure or compost. "
5463,Nakuru,Individual,"Rongai, Nakuru",,6.57,slight acid,0.5,0.3,low,3.19,moderate,213.0,high,2.3,high,20.8,high,3.55,high,0.21,adequate,2.93,adequate,35.5,adequate,6.52,adequate,2.12,high,-0.484889388,36.14855194,"Napier grass, lucerne","Both fields have similar soil fertility condition. The soil reaction (pH) is satisfactory for plants' growth. Soil organic matter is sufficient. 
Napier grass/ 
Lucerne: Maintain sufficient amount of soil organic matter by applying 1 ton/acre of well decomposed manure or compost. "
5464,Nakuru,Individual,"Rongai, Nakuru",,6.82,near neutral,0.5,0.29,low,3.22,moderate,112.0,high,2.06,high,21.2,high,4.14,high,0.34,adequate,9.81,adequate,22.7,adequate,6.43,adequate,2.0,high,-0.484889388,36.14855194,"Napier grass, lucerne","Both fields have similar soil fertility condition. The soil reaction (pH) is satisfactory for plants' growth. Soil organic matter is sufficient. 
Napier grass/ 
Lucerne: Maintain sufficient amount of soil organic matter by applying 1 ton/acre of well decomposed manure or compost. "
5561,Nakuru,Individual,"Gilgil, Nakuru",,7.65,medium alkaline,0.5,0.2,low,2.86,moderate,16.0,adequate,0.31,adequate,15.9,high,1.54,adequate,0.07,low,1.29,adequate,7.24,low,0.64,low,0.47,adequate,-0.484889388,36.14855194,Horticultural,"The soil reaction (pH) is too alkaline for crops' growth. Nitrogen is at deficiency threshold level. Trace elements such as manganese, iron and zinc are deficient. Soil organic matter is sufficient. Recommendations: During the land preparation apply 1 ton/acre of well decomposed manure or compost. At planting time apply 80 kg/acre of ammonium sulphate (AS). Top dress with 50 kg/acre of AS when plants are 20 cm high followed by 50 kg/acre of AS 3-4 weeks later. To correct manganese, iron and zinc deficiencies spray growing plants with a foliar feed, e.g. bayfolan. "
5639,Nakuru,Individual,"Salgar, Nakuru",,6.3,slight acid,0.5,0.16,low,2.29,moderate,66.0,adequate,1.59,high,10.9,adequate,4.66,high,0.42,adequate,0.48,low,18.4,adequate,2.9,low,0.38,adequate,-0.484889388,36.14855194,"Onion, potato, capsicum","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen, copper and zinc are deficient. Soil organic matter content should be improved. 
Onion: At planting time apply along the drill line 2 tons/acre of well decomposed manure or compost and 100 kg/acre of calcium ammonium nitrate (CAN). 
Potato: Just before planting apply 2 tons/acre of well decomposed manure or compost. The manure should be well ploughed in the soil to avoid close contact with potatoes. At planting time apply 100 kg/acre of CAN in the furrow before placing the seeds. 
Capsicum: During the land preparation apply 2 tons/acre of well decomposed manure or compost. At transplanting time apply 100 kg/acre of CAN. When plants are 15 cm high top dress with 50 kg/acre of CAN. Four weeks later apply 100 kg/acre of CAN."
5774,Nakuru,Individual,"Mirera, Naivasha, Nakuru",,6.97,near neutral,0.5,0.17,low,1.57,moderate,25.0,low,1.03,adequate,37.8,high,4.1,high,0.77,adequate,0.64,adequate,650.0,high,8.51,adequate,3.82,high,-0.484889388,36.14855194,Blue gum trees,"The soil reaction (pH) is satisfactory for plants' growth. Nitrogen and phosphorus are deficient. Soil organic matter should be improved. Recommendations: When transplanting, mix the top soil with 1 bucket of 10 kg of well decomposed manure or compost and 100 gm of diammonium phosphate (DAP) for each planting hole. Transplanting should be done at the beginning of rains. Apply 50 gm per tree of ammonium sulphate (AS). The fertilizer quantity should be split and applied one or two weeks after the onset of the rains. Manure or compost should be applied a bucket of 10 kg per tree per year."
6007,Nakuru,Individual,"Ol-Bonata/Bahati, Nakuru",,6.37,slight acid,0.5,0.22,low,2.11,moderate,45.0,low,1.23,adequate,20.3,high,4.1,high,1.0,adequate,2.71,adequate,51.7,adequate,12.0,adequate,0.87,adequate,-0.484889388,36.14855194,Flowers,"All fields have similar soil fertility condition. The soil reaction (pH) is satisfactory for plants' growth. Phosphorus is deficient. Soil organic matter should be improved. 
Flowers: During the bed preparation apply 1 kg/m2 of well decomposed manure or compost. At planting time apply 100 gm/m2 of single superphosphate (SSP). Top dressing should be done at an interval of two months using 50 gm/ m2 of ammonium sulphate nitrate (ASN). "
6008,Nakuru,Individual,"Ol-Bonata/Bahati, Nakuru",,6.27,slight acid,0.5,0.25,low,2.51,moderate,29.0,low,1.37,adequate,17.5,high,3.9,high,0.7,adequate,2.78,adequate,44.1,adequate,13.2,adequate,0.83,adequate,-0.484889388,36.14855194,Flowers,"All fields have similar soil fertility condition. The soil reaction (pH) is satisfactory for plants' growth. Phosphorus is deficient. Soil organic matter should be improved. 
Flowers: During the bed preparation apply 1 kg/m2 of well decomposed manure or compost. At planting time apply 100 gm/m2 of single superphosphate (SSP). Top dressing should be done at an interval of two months using 50 gm/ m2 of ammonium sulphate nitrate (ASN). "
6009,Nakuru,Individual,"Ol-Bonata/Bahati, Nakuru",,6.72,slight acid,0.5,0.26,low,2.68,moderate,43.0,low,1.83,high,24.3,high,4.7,high,1.0,adequate,2.94,adequate,56.6,adequate,11.0,adequate,1.17,adequate,-0.484889388,36.14855194,Flowers,"All fields have similar soil fertility condition. The soil reaction (pH) is satisfactory for plants' growth. Phosphorus is deficient. Soil organic matter should be improved. 
Flowers: During the bed preparation apply 1 kg/m2 of well decomposed manure or compost. At planting time apply 100 gm/m2 of single superphosphate (SSP). Top dressing should be done at an interval of two months using 50 gm/ m2 of ammonium sulphate nitrate (ASN). "
